tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
3200.00;898458088_0;60.03;13.12;2527.00;0.98;260126090#1_0;5.10;0.00;tripinfo_veh52033 routing_veh52033;673.00;veh52033;1;5187.67;0.98;0.00;335.15;veh_passenger;;4;195.00
3200.00;683379586#2_0;454.90;24.56;2779.00;0.49;680964666#23_0;5.10;0.00;tripinfo_veh57234 routing_veh57234;421.00;veh57234;1;2679.00;1.13;0.00;322.01;veh_passenger;;4;193.00
3201.00;1382527767_0;109.77;10.89;138.00;0.13;-1376651158#1_0;5.10;11.56;tripinfo_veh2840 routing_veh2840;3063.00;veh2840;1;16475.84;0.83;0.00;2110.46;veh_passenger;;29;1776.00
3201.00;-1217250071_0;50.29;13.26;1065.00;0.67;-825413945_0;5.10;9.77;tripinfo_veh21924 routing_veh21924;2136.00;veh21924;1;17750.67;0.99;0.00;1077.35;veh_passenger;;14;892.00
3201.00;-1042419268#2_0;19.04;11.31;2442.00;0.50;-321397529#13_0;5.10;0.00;tripinfo_veh50292 routing_veh50292;759.00;veh50292;1;7908.02;1.06;0.00;428.86;veh_passenger;;9;211.00
3201.00;219289284#5_0;386.77;12.25;2823.00;0.51;1317356343_0;5.10;13.38;tripinfo_veh58140 routing_veh58140;378.00;veh58140;1;4703.80;0.96;0.00;24.26;veh_passenger;;0;0.00
3202.00;898458123#1_0;58.01;12.28;1144.00;0.10;-1071860475_0;5.10;12.43;tripinfo_veh23563 routing_veh23563;2058.00;veh23563;1;7231.06;0.89;0.00;1623.20;veh_passenger;;17;1406.00
3203.00;188038434#1_0;79.68;19.86;29.00;0.84;1215984204_0;5.10;13.20;tripinfo_veh580 routing_veh580;3174.00;veh580;1;28381.92;0.95;0.00;1931.27;veh_passenger;;30;1411.00
3203.00;1042925566_0;68.44;12.49;123.00;0.03;1389986730#4_0;5.10;0.00;tripinfo_veh2533 routing_veh2533;3080.00;veh2533;1;35137.90;0.91;0.00;1577.31;veh_passenger;;32;623.00
3203.00;-318106697#3_0;329.51;12.57;1554.00;0.71;-1385747151_0;5.10;13.46;tripinfo_veh31996 routing_veh31996;1649.00;veh31996;1;22976.64;0.97;0.00;611.43;veh_passenger;;7;282.00
3203.00;44770274#4_1;618.00;7.88;1874.00;15.79;158354653#14_0;5.10;0.00;tripinfo_veh38277 routing_veh38277;1329.00;veh38277;1;9210.55;1.02;0.00;948.60;veh_passenger;;19;647.00
3204.00;1215984207#2_0;47.75;14.68;1288.00;0.55;132070868#4_0;5.10;0.00;tripinfo_veh26520 routing_veh26520;1916.00;veh26520;1;14868.15;1.06;0.00;1121.17;veh_passenger;;14;667.00
3205.00;378246869_0;339.16;14.09;397.00;0.76;-988530855#1_0;5.10;15.12;tripinfo_veh8162 routing_veh8162;2808.00;veh8162;1;24934.97;1.09;0.00;1925.61;veh_passenger;;25;1619.00
3205.00;1217255645#1_0;244.34;12.85;1674.00;0.17;-187802010#2_1;5.10;0.00;tripinfo_veh34479 routing_veh34479;1531.00;veh34479;1;23544.04;1.00;0.00;405.32;veh_passenger;;2;215.00
3206.00;-902523967#2_0;98.40;7.02;838.00;0.57;158354649#3_0;5.10;0.00;tripinfo_veh17250 routing_veh17250;2368.00;veh17250;1;13018.12;0.95;0.00;1794.49;veh_passenger;;21;1308.00
3206.00;1046958046_0;160.89;15.04;1437.00;1.82;1390663466#1_1;5.10;0.00;tripinfo_veh29563 routing_veh29563;1769.00;veh29563;1;6425.39;1.09;0.00;1519.65;veh_passenger;;14;1286.00
3207.00;-317464842#0_0;268.04;25.28;1033.00;0.85;680950011#2_0;5.10;0.00;tripinfo_veh21261 routing_veh21261;2174.00;veh21261;1;20950.57;1.15;0.00;1333.14;veh_passenger;;15;902.00
3207.00;1050954351#0_0;29.85;11.96;1189.00;0.68;-988505705_0;5.10;13.04;tripinfo_veh24478 routing_veh24478;2018.00;veh24478;1;33504.57;0.94;0.00;461.71;veh_passenger;;9;205.00
3207.00;1260446744_0;128.98;14.27;1827.00;0.93;-1322054046_0;5.10;14.64;tripinfo_veh37615 routing_veh37615;1380.00;veh37615;1;4331.89;1.05;0.00;1087.27;veh_passenger;;21;837.00
3207.00;-1051074691#0_0;50.09;16.02;2069.00;0.39;-1386974079_0;5.10;16.50;tripinfo_veh42611 routing_veh42611;1138.00;veh42611;1;22158.50;1.19;0.00;319.40;veh_passenger;;4;144.00
3207.00;1303692103_0;56.80;12.88;2125.00;0.32;1216160704#0_0;5.10;13.23;tripinfo_veh43766 routing_veh43766;1082.00;veh43766;1;11634.48;0.95;0.00;476.14;veh_passenger;;13;331.00
3208.00;-1215984205#1_0;96.65;14.57;313.00;0.75;325440935#0_0;5.10;15.19;tripinfo_veh6432 routing_veh6432;2895.00;veh6432;1;8247.29;1.09;0.00;2484.87;veh_passenger;;21;2083.00
3208.00;78532755#1_0;307.84;11.32;944.00;0.50;-1054354507#1_0;5.10;12.12;tripinfo_veh19435 routing_veh19435;2264.00;veh19435;1;19895.06;0.87;0.00;1166.49;veh_passenger;;17;909.00
3208.00;1391558424#0_0;112.93;15.20;1452.00;0.70;-44770393#25_0;5.10;0.00;tripinfo_veh29895 routing_veh29895;1756.00;veh29895;1;18650.57;1.12;0.00;988.76;veh_passenger;;13;710.00
3209.00;-1382214646#0_0;237.51;13.91;1097.00;0.14;-379260331#7_0;5.10;0.00;tripinfo_veh22594 routing_veh22594;2112.00;veh22594;1;34737.98;1.09;0.00;716.63;veh_passenger;;8;321.00
3209.00;1315378953_0;340.80;14.65;2132.00;0.86;355214587#1_0;5.10;0.00;tripinfo_veh43899 routing_veh43899;1077.00;veh43899;1;8800.38;1.10;0.00;633.77;veh_passenger;;13;344.00
3210.00;1071860475_0;48.79;10.39;961.00;0.56;1056847238#0_0;0.20;11.61;tripinfo_veh19784 routing_veh19784;2249.00;veh19784;1;6938.89;0.84;0.00;1872.40;veh_passenger;;20;1618.00
3210.00;1214495376_0;82.67;9.30;2084.00;0.24;1215984187_0;5.10;13.77;tripinfo_veh42923 routing_veh42923;1126.00;veh42923;1;11873.11;0.99;0.00;492.06;veh_passenger;;11;233.00
3210.00;-321304376#2_0;6.19;13.31;2516.00;0.61;902523987#9_0;5.10;0.00;tripinfo_veh51814 routing_veh51814;694.00;veh51814;1;5382.02;1.03;0.00;351.77;veh_passenger;;7;213.00
3210.00;1054260671_0;45.03;13.88;2962.00;3.72;-1043849464_0;5.10;0.00;tripinfo_veh60937 routing_veh60937;248.00;veh60937;1;2581.51;1.00;0.00;56.27;veh_passenger;;1;21.00
3211.00;1044514915_0;57.07;10.30;736.00;0.38;-1049852855_0;5.10;11.04;tripinfo_veh15153 routing_veh15153;2475.00;veh15153;1;18476.07;0.79;0.00;1530.45;veh_passenger;;23;1115.00
3211.00;-1084649259_0;140.01;10.70;3032.00;0.32;-1218993699_0;5.10;11.30;tripinfo_veh62449 routing_veh62449;179.00;veh62449;1;1755.47;0.81;0.00;19.62;veh_passenger;;0;0.00
3212.00;-320044849#6_0;26.97;13.44;1136.00;0.84;-1330404208_0;5.10;15.36;tripinfo_veh23383 routing_veh23383;2076.00;veh23383;1;11220.31;1.11;0.00;1510.77;veh_passenger;;27;1140.00
3212.00;355391705#1_0;115.05;18.09;1254.00;0.68;221615243#6_0;5.10;0.00;tripinfo_veh25817 routing_veh25817;1958.00;veh25817;1;9116.72;1.19;0.00;1360.29;veh_passenger;;13;1092.00
3212.00;1376073009#3_0;90.09;14.36;1513.00;0.49;-1201138581_0;5.10;15.44;tripinfo_veh31156 routing_veh31156;1699.00;veh31156;1;12805.08;1.11;0.00;1067.70;veh_passenger;;14;735.00
3212.00;1388927777_0;113.80;13.52;1740.00;0.10;-1051074692_0;5.10;13.92;tripinfo_veh35840 routing_veh35840;1472.00;veh35840;1;16124.08;1.00;0.00;769.07;veh_passenger;;7;565.00
3212.00;1054406176_0;43.79;13.54;2302.00;0.22;1046564421_0;5.10;15.15;tripinfo_veh47414 routing_veh47414;910.00;veh47414;1;11032.06;1.09;0.00;341.52;veh_passenger;;5;46.00
3212.00;355393314#0_0;144.10;11.74;2735.00;0.09;-1088091735_0;5.10;12.15;tripinfo_veh56336 routing_veh56336;477.00;veh56336;1;5146.48;0.87;0.00;71.13;veh_passenger;;0;0.00
3213.00;-1215984187_0;160.72;11.38;690.00;0.64;-1213594898_0;5.10;12.15;tripinfo_veh14200 routing_veh14200;2523.00;veh14200;1;13006.30;0.87;0.00;1694.79;veh_passenger;;26;1278.00
3213.00;1042848926#1_0;711.43;13.90;733.00;0.34;26299194#3_1;5.10;0.00;tripinfo_veh15092 routing_veh15092;2480.00;veh15092;1;10455.01;1.06;0.00;1988.36;veh_passenger;;36;1576.00
3214.00;641793526#15_0;106.76;23.98;282.00;0.82;-379260369#1_0;5.10;0.00;tripinfo_veh5792 routing_veh5792;2932.00;veh5792;1;12800.05;0.91;0.00;2350.24;veh_passenger;;37;1936.00
3213.00;1370363139#1_1;5.77;0.00;357.00;0.38;903009081#1_0;5.10;0.00;tripinfo_veh7346 routing_veh7346;2856.00;veh7346;1;5116.49;1.18;0.00;2617.64;veh_passenger;teleport;21;2418.00
3214.00;1225841608#0_0;19.05;12.97;630.00;0.35;132056580#3_0;5.10;0.00;tripinfo_veh12970 routing_veh12970;2584.00;veh12970;1;22630.06;1.17;0.00;1686.20;veh_passenger;;18;1306.00
3215.00;1376963203_0;85.37;11.94;1835.00;0.67;-1049877247#2_0;5.10;13.16;tripinfo_veh37785 routing_veh37785;1380.00;veh37785;1;14027.40;0.95;0.00;759.41;veh_passenger;;14;528.00
3215.00;1109181145#1_0;45.26;12.44;2024.00;0.97;-1464390001#1_0;5.10;12.61;tripinfo_veh41672 routing_veh41672;1191.00;veh41672;1;4454.87;0.91;0.00;870.96;veh_passenger;;9;712.00
3216.00;-680393834#1_0;127.01;21.13;479.00;0.09;-1084651015#0_0;5.10;0.00;tripinfo_veh9865 routing_veh9865;2737.00;veh9865;1;20390.75;0.98;0.00;1855.71;veh_passenger;;28;1186.00
3216.00;1383686359_0;148.25;11.97;933.00;0.18;1055069106#1_0;5.10;0.00;tripinfo_veh19215 routing_veh19215;2283.00;veh19215;1;9398.78;0.94;0.00;1730.20;veh_passenger;;22;1477.00
3216.00;-1083972171_0;69.55;13.84;1636.00;0.66;-1050247222#1_0;5.10;14.24;tripinfo_veh33686 routing_veh33686;1580.00;veh33686;1;6272.51;1.03;0.00;1165.82;veh_passenger;;15;952.00
3216.00;-1216000776#0_0;207.52;11.13;2104.00;0.53;355393292#5_0;5.10;0.00;tripinfo_veh43329 routing_veh43329;1112.00;veh43329;1;10325.70;0.83;0.00;346.60;veh_passenger;;9;191.00
3216.00;-858843927#2_0;18.17;8.66;2803.00;0.56;-849836609#1_0;4.06;14.39;tripinfo_veh57727 routing_veh57727;413.00;veh57727;1;2763.47;1.04;0.00;239.75;veh_passenger;;4;179.00
3217.00;1391153330#1_0;22.69;10.82;2579.00;0.99;-1387287778_0;5.10;12.08;tripinfo_veh53104 routing_veh53104;638.00;veh53104;1;6760.90;0.87;0.00;300.87;veh_passenger;;5;218.00
3218.00;1046942866_0;63.99;15.60;441.00;0.97;-585729766#0_0;5.10;0.00;tripinfo_veh9064 routing_veh9064;2777.00;veh9064;1;8165.93;1.18;0.00;2433.06;veh_passenger;;29;2064.00
3219.00;655791591#4_0;19.82;11.80;108.00;0.47;-690546129_0;5.10;24.79;tripinfo_veh2215 routing_veh2215;3111.00;veh2215;1;34619.89;1.12;0.00;1930.82;veh_passenger;;14;1434.00
3220.00;1042584429_0;383.78;12.88;828.00;0.72;279806936#1-AddedOnRampEdge_1;5.10;0.00;tripinfo_veh17041 routing_veh17041;2392.00;veh17041;1;12424.82;0.98;0.00;1853.53;veh_passenger;;23;1536.00
3220.00;445651175#2_0;47.63;12.14;1517.00;0.36;-849836609#1_0;4.06;12.57;tripinfo_veh31241 routing_veh31241;1703.00;veh31241;1;10717.31;0.90;0.00;1129.55;veh_passenger;;9;967.00
3221.00;221615241#5_0;161.08;12.19;390.00;0.95;-922333621#1_0;5.10;5.86;tripinfo_veh8014 routing_veh8014;2831.00;veh8014;1;26181.61;0.95;0.00;1744.14;veh_passenger;;24;1319.00
3221.00;-1044700268#0_0;91.39;13.89;865.00;0.48;1071878453_0;5.10;14.61;tripinfo_veh17808 routing_veh17808;2356.00;veh17808;1;17556.15;1.05;0.00;1677.05;veh_passenger;;13;1402.00
3221.00;-44770393#15_0;243.49;27.41;897.00;0.49;-988202996_0;5.10;14.15;tripinfo_veh18467 routing_veh18467;2324.00;veh18467;1;21179.19;1.02;0.00;1489.93;veh_passenger;;22;1153.00
3221.00;1053935945_0;59.45;15.26;2565.00;0.10;-1071867076_0;5.10;15.54;tripinfo_veh52834 routing_veh52834;656.00;veh52834;1;4283.65;1.12;0.00;445.33;veh_passenger;;15;237.00
3221.00;1225842009_0;113.94;13.02;2730.00;0.18;-689730987#2_0;5.10;0.00;tripinfo_veh56231 routing_veh56231;491.00;veh56231;1;8035.16;0.98;0.00;102.34;veh_passenger;;2;25.00
3222.00;1389246726_0;161.31;10.41;1373.00;0.64;-1054406177_0;5.10;10.86;tripinfo_veh28269 routing_veh28269;1849.00;veh28269;1;28443.53;0.78;0.00;239.80;veh_passenger;;2;75.00
3222.00;-355212046_0;281.96;13.47;1779.00;1.71;83229105#11_0;5.10;0.00;tripinfo_veh36610 routing_veh36610;1443.00;veh36610;1;12202.97;0.97;0.00;758.69;veh_passenger;;14;492.00
3222.00;1055088767_0;591.48;11.32;2114.00;0.04;-1055311650#2_0;5.10;11.40;tripinfo_veh43545 routing_veh43545;1108.00;veh43545;1;3618.36;0.82;0.00;831.41;veh_passenger;;10;737.00
3222.00;399232715_0;36.44;11.55;2439.00;0.03;-1213275019_0;5.10;12.65;tripinfo_veh50240 routing_veh50240;783.00;veh50240;1;2692.07;0.91;0.00;566.05;veh_passenger;;15;321.00
3223.00;1217160628_0;22.14;12.70;1586.00;0.96;1219075160_0;5.10;13.25;tripinfo_veh32650 routing_veh32650;1637.00;veh32650;1;11050.20;0.95;0.00;1082.54;veh_passenger;;7;833.00
3223.00;-1218440518#0_0;51.59;12.36;1780.00;0.00;1220236947_0;5.10;13.15;tripinfo_veh36666 routing_veh36666;1443.00;veh36666;1;5519.12;0.95;0.00;1091.64;veh_passenger;;10;961.00
3223.00;1054356712_0;370.11;14.04;2374.00;0.18;318106690#4_0;5.10;0.00;tripinfo_veh48898 routing_veh48898;849.00;veh48898;1;14982.73;1.04;0.00;246.38;veh_passenger;;3;41.00
3223.00;404799259#4_0;1421.39;30.47;2486.00;0.91;158718328_0;5.10;0.00;tripinfo_veh51190 routing_veh51190;737.00;veh51190;1;14989.30;1.18;0.00;196.37;veh_passenger;;2;26.00
3224.00;1370252441#7_0;32.80;25.06;401.00;0.73;-1219085860_0;5.10;12.92;tripinfo_veh8245 routing_veh8245;2823.00;veh8245;1;15712.87;0.93;0.00;2040.26;veh_passenger;;17;1775.00
3224.00;219906748#1_1;13.43;21.60;449.00;0.72;-1051023019_0;5.10;14.12;tripinfo_veh9234 routing_veh9234;2775.00;veh9234;1;31401.11;1.02;0.00;1589.91;veh_passenger;;26;816.00
3224.00;-1219040655_0;373.79;5.30;1225.00;0.80;-988553240_0;5.10;12.24;tripinfo_veh25217 routing_veh25217;1999.00;veh25217;1;25041.18;0.88;0.00;663.06;veh_passenger;;10;309.00
3224.00;331374615#1_0;99.86;10.28;2448.00;0.00;-1053935170#6_0;5.10;0.00;tripinfo_veh50426 routing_veh50426;776.00;veh50426;1;9193.42;0.80;0.00;292.25;veh_passenger;;7;141.00
3225.00;1388731584_0;59.32;15.39;766.00;0.96;-1213225869_0;5.10;12.43;tripinfo_veh15759 routing_veh15759;2459.00;veh15759;1;17407.80;1.17;0.00;1736.62;veh_passenger;;25;1235.00
3225.00;-1046482200#1_0;47.99;12.95;1059.00;6.61;-220749511#1_0;5.10;0.00;tripinfo_veh21678 routing_veh21678;2166.00;veh21678;1;13615.34;0.98;0.00;1489.57;veh_passenger;;21;1232.00
3225.00;988530930#1_0;739.53;11.77;2476.00;0.03;-804487401#4_0;5.10;12.41;tripinfo_veh51002 routing_veh51002;749.00;veh51002;1;7317.97;0.89;0.00;319.94;veh_passenger;;14;167.00
3226.00;1381930629#6_0;189.29;12.98;17.00;0.59;1055299293#1_0;5.10;0.00;tripinfo_veh338 routing_veh338;3209.00;veh338;1;17186.84;0.96;0.00;2322.65;veh_passenger;;19;1901.00
3226.00;-221049113#1_0;636.37;24.04;550.00;0.79;1226409511_0;5.10;15.13;tripinfo_veh11313 routing_veh11313;2676.00;veh11313;1;26049.17;1.09;0.00;1651.10;veh_passenger;;15;1334.00
3226.00;825838521_0;232.00;13.59;904.00;0.02;-1383726002_0;5.10;14.07;tripinfo_veh18621 routing_veh18621;2322.00;veh18621;1;16093.28;1.01;0.00;1630.80;veh_passenger;;40;947.00
3226.00;1053836024_0;94.16;12.38;1211.00;1.80;-689730972#1_0;5.10;0.00;tripinfo_veh24908 routing_veh24908;2015.00;veh24908;1;22948.84;0.93;0.00;979.50;veh_passenger;;17;645.00
3226.00;-1394926989_0;246.44;10.64;2462.00;0.79;-1042135576#3_0;5.10;0.00;tripinfo_veh50698 routing_veh50698;764.00;veh50698;1;3159.68;0.81;0.00;566.42;veh_passenger;;14;456.00
3227.00;-1219040789_0;71.38;13.35;2050.00;0.61;1370507916#2_1;5.10;0.00;tripinfo_veh42215 routing_veh42215;1177.00;veh42215;1;18585.51;1.05;0.00;337.68;veh_passenger;;5;76.00
3227.00;1055049388#1_0;919.19;11.49;2202.00;9.16;1383922340#4_0;0.18;0.00;tripinfo_veh45170 routing_veh45170;1025.00;veh45170;1;5478.77;0.92;0.00;745.46;veh_passenger;;14;545.00
3228.00;1394531243_0;189.88;14.41;1229.00;0.10;680419912#4_0;5.10;0.00;tripinfo_veh25314 routing_veh25314;1999.00;veh25314;1;18063.84;1.11;0.00;1211.19;veh_passenger;;29;656.00
3229.00;988530928#1_0;14.26;12.39;1791.00;0.17;1042925571_0;5.10;0.00;tripinfo_veh36889 routing_veh36889;1438.00;veh36889;1;17356.91;0.96;0.00;393.43;veh_passenger;;8;191.00
3229.00;-630624872#4_0;592.49;21.24;1935.00;0.91;-221853654#3_0;5.10;22.35;tripinfo_veh39840 routing_veh39840;1294.00;veh39840;1;14551.52;1.01;0.00;657.87;veh_passenger;;9;345.00
3229.00;-158370285#5_0;567.89;24.46;2235.00;0.41;-684346452_0;5.10;0.00;tripinfo_veh46030 routing_veh46030;994.00;veh46030;1;21380.12;1.16;0.00;219.23;veh_passenger;;1;68.00
3230.00;1053836027_0;104.90;9.29;342.00;0.57;1219074883_0;5.10;10.22;tripinfo_veh7033 routing_veh7033;2888.00;veh7033;1;7142.26;0.74;0.00;2319.89;veh_passenger;;14;2178.00
3230.00;-850138488#0_0;331.58;12.60;977.00;0.54;220747228#4_0;5.10;0.00;tripinfo_veh20114 routing_veh20114;2253.00;veh20114;1;15051.51;0.99;0.00;1618.04;veh_passenger;;11;1414.00
3230.00;1049880657_0;231.70;12.52;1606.00;0.76;-1385710905#2_0;5.10;0.00;tripinfo_veh33066 routing_veh33066;1624.00;veh33066;1;28352.27;0.94;0.00;321.93;veh_passenger;;4;138.00
3230.00;1383686373_0;121.12;12.34;1693.00;0.96;-1071865193#1_0;5.10;12.68;tripinfo_veh34854 routing_veh34854;1537.00;veh34854;1;11994.62;0.91;0.00;789.92;veh_passenger;;12;552.00
3231.00;170212181#2_0;179.78;30.94;605.00;0.21;-1050973559_0;5.10;15.62;tripinfo_veh12458 routing_veh12458;2626.00;veh12458;1;36709.70;1.12;0.00;1328.83;veh_passenger;;22;804.00
3231.00;1071869431_0;172.33;13.71;1391.00;5.97;-158366236#20_1;5.10;0.00;tripinfo_veh28530 routing_veh28530;1840.00;veh28530;1;9923.96;0.99;0.00;1461.20;veh_passenger;;12;1250.00
3231.00;1390417761_0;57.66;10.50;1410.00;0.79;-1043781976#1_0;5.10;11.22;tripinfo_veh29028 routing_veh29028;1821.00;veh29028;1;10852.38;0.81;0.00;1265.03;veh_passenger;;24;1068.00
3231.00;-858852293#1_0;23.51;14.30;2447.00;0.65;-1049878338#8_0;5.10;14.53;tripinfo_veh50392 routing_veh50392;784.00;veh50392;1;12408.08;1.05;0.00;284.72;veh_passenger;;4;85.00
3231.00;813609101#2_0;4.01;14.19;2516.00;0.42;-1054221093_0;5.10;14.59;tripinfo_veh51818 routing_veh51818;715.00;veh51818;1;7954.21;1.05;0.00;341.77;veh_passenger;;3;199.00
3231.00;1042192038#1_1;401.56;6.49;2636.00;0.95;-1088131847#1_0;5.10;13.42;tripinfo_veh54279 routing_veh54279;595.00;veh54279;1;3495.04;0.97;0.00;350.93;veh_passenger;;3;292.00
3232.00;1055069114#1_0;191.60;12.76;584.00;0.57;-1218447425_0;5.10;13.51;tripinfo_veh12018 routing_veh12018;2648.00;veh12018;1;15153.67;0.97;0.00;1969.59;veh_passenger;;28;1318.00
3232.00;44770274#7_1;642.90;29.11;1257.00;0.08;-1220468012_0;5.10;14.65;tripinfo_veh25891 routing_veh25891;1975.00;veh25891;1;22834.29;1.05;0.00;1117.61;veh_passenger;;32;481.00
3232.00;1431097499#2_0;30.87;13.75;2417.00;9.68;-279806915#20_0;5.10;0.00;tripinfo_veh49588 routing_veh49588;815.00;veh49588;1;5221.63;1.05;0.00;615.24;veh_passenger;;11;332.00
3232.00;-1054370058_0;103.49;13.02;2866.00;0.74;1377769773#0_0;5.10;0.00;tripinfo_veh59021 routing_veh59021;366.00;veh59021;1;2532.04;1.03;0.00;191.99;veh_passenger;;4;135.00
3233.00;1376965345_0;115.37;12.50;704.00;0.22;-630625328_0;5.10;13.29;tripinfo_veh14497 routing_veh14497;2529.00;veh14497;1;16388.45;0.96;0.00;1843.72;veh_passenger;;32;1308.00
3233.00;1044514932_0;85.03;13.47;1942.00;0.63;1071869435_0;5.10;13.94;tripinfo_veh39990 routing_veh39990;1291.00;veh39990;1;6956.54;1.00;0.00;1004.82;veh_passenger;;9;801.00
3234.00;1217164174_0;20.97;10.11;1254.00;0.82;-1303692086#1_0;5.10;12.26;tripinfo_veh25814 routing_veh25814;1980.00;veh25814;1;18634.82;0.88;0.00;1054.98;veh_passenger;;16;781.00
3234.00;1369859094#5_0;25.64;11.96;1775.00;0.97;-1218441620_0;5.10;13.14;tripinfo_veh36543 routing_veh36543;1459.00;veh36543;1;5546.64;0.95;0.00;1086.56;veh_passenger;;14;943.00
3235.00;378246870_0;321.23;21.05;73.00;0.18;-1044462505_0;5.10;13.28;tripinfo_veh1500 routing_veh1500;3162.00;veh1500;1;17168.88;0.96;0.00;2432.59;veh_passenger;;31;1776.00
3235.00;1383725990#2_0;70.80;12.57;554.00;0.86;-1386059389_0;5.10;13.87;tripinfo_veh11394 routing_veh11394;2681.00;veh11394;1;20330.13;1.00;0.00;1695.26;veh_passenger;;21;1399.00
3235.00;1053397306#0_0;37.44;12.41;1945.00;695.71;-641793526#17_0;5.10;0.00;tripinfo_veh25734 routing_veh25734;1290.00;veh25734;2;20524.55;0.97;0.00;339.30;veh_passenger;;3;180.00
3235.00;1045265901_0;133.05;11.55;1444.00;0.96;1044514950#0_0;5.10;0.00;tripinfo_veh29725 routing_veh29725;1791.00;veh29725;1;12296.71;0.84;0.00;1144.02;veh_passenger;;10;1003.00
3235.00;-325440947#4_0;284.80;13.13;2114.00;0.43;-1041910268#1_0;5.10;13.63;tripinfo_veh43537 routing_veh43537;1121.00;veh43537;1;6062.37;0.98;0.00;738.04;veh_passenger;;6;629.00
3235.00;-321399221#3_0;52.29;11.31;3067.00;0.47;-321304374#0_0;5.10;0.00;tripinfo_veh63167 routing_veh63167;168.00;veh63167;1;1707.59;0.90;0.00;25.57;veh_passenger;;1;3.00
3236.00;-1240992856#0_0;76.34;13.16;868.00;0.09;-1266140232#0_0;5.10;0.00;tripinfo_veh17878 routing_veh17878;2368.00;veh17878;1;12390.05;1.02;0.00;1719.29;veh_passenger;;25;1348.00
3236.00;825415093#1_0;124.35;10.62;1108.00;0.22;-1430526558#2_0;5.10;0.00;tripinfo_veh22819 routing_veh22819;2128.00;veh22819;1;16941.44;0.82;0.00;1116.28;veh_passenger;;28;808.00
3237.00;1042925584#0_0;43.89;12.60;1020.00;0.23;-158366244#2_0;5.10;0.00;tripinfo_veh21006 routing_veh21006;2217.00;veh21006;1;22907.47;0.91;0.00;1063.06;veh_passenger;;23;687.00
3237.00;-1049878346_0;93.30;13.84;2048.00;0.60;-988203006#0_0;5.10;0.00;tripinfo_veh42174 routing_veh42174;1189.00;veh42174;1;24805.64;1.03;0.00;188.13;veh_passenger;;2;22.00
3238.00;1380199816#1_0;1668.59;13.84;601.00;0.77;569541658#6_0;5.10;0.00;tripinfo_veh12364 routing_veh12364;2637.00;veh12364;1;31044.08;1.00;0.00;1231.21;veh_passenger;;26;654.00
3238.00;-1388462265_0;11.08;12.28;1737.00;2.44;-325440927#0_0;5.10;0.00;tripinfo_veh35730 routing_veh35730;1501.00;veh35730;1;12118.03;0.90;0.00;694.98;veh_passenger;;16;422.00
3238.00;-1049878345#0_0;93.70;14.64;2407.00;0.12;-1046564419_0;5.10;14.72;tripinfo_veh49579 routing_veh49579;831.00;veh49579;1;9539.47;1.06;0.00;353.36;veh_passenger;;2;13.00
3239.00;-158354653#33_0;101.93;23.73;674.00;3.43;158306188#3_0;5.10;0.00;tripinfo_veh13813 routing_veh13813;2565.00;veh13813;1;18377.39;0.91;0.00;1685.68;veh_passenger;;26;1051.00
3239.00;988530889_0;55.80;13.39;903.00;0.28;-1217163499_0;5.10;14.44;tripinfo_veh18595 routing_veh18595;2336.00;veh18595;1;14479.82;1.04;0.00;1730.21;veh_passenger;;34;1199.00
3239.00;988553292_0;373.82;15.31;2017.00;0.96;-630566324_0;5.10;25.76;tripinfo_veh41528 routing_veh41528;1222.00;veh41528;1;26420.82;1.16;0.00;216.14;veh_passenger;;0;0.00
3240.00;1042896333#4_0;270.01;12.87;2151.00;0.93;-1383686352#1_0;5.10;0.00;tripinfo_veh44289 routing_veh44289;1089.00;veh44289;1;14502.47;0.99;0.00;427.57;veh_passenger;;11;220.00
3240.00;689730967#3_0;37.75;13.04;2312.00;0.17;-221619118#0_0;5.10;0.00;tripinfo_veh47621 routing_veh47621;928.00;veh47621;1;20480.26;1.03;0.00;148.81;veh_passenger;;1;31.00
3240.00;1386468554_0;62.26;11.45;2496.00;0.37;-446709222_0;5.10;12.48;tripinfo_veh51407 routing_veh51407;744.00;veh51407;1;2395.49;0.90;0.00;572.58;veh_passenger;;5;513.00
3241.00;1385746002#0_0;183.96;12.28;1276.00;0.93;1049878339_0;5.10;0.00;tripinfo_veh26265 routing_veh26265;1965.00;veh26265;1;39153.67;0.96;0.00;256.29;veh_passenger;;3;74.00
3242.00;902920471#10_0;109.52;8.50;784.00;0.27;-1055098830#1_0;5.10;13.58;tripinfo_veh16144 routing_veh16144;2458.00;veh16144;1;26737.57;0.98;0.00;1291.41;veh_passenger;;23;891.00
3242.00;1217160073_0;43.24;10.23;1005.00;0.23;-1388938439_0;5.10;11.22;tripinfo_veh20697 routing_veh20697;2237.00;veh20697;1;19938.27;0.81;0.00;1124.75;veh_passenger;;11;842.00
